,Company,Sector,Industry,Country,Website,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio, / 21.54,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS growth next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility (Week),Volatility (Month),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
2495,POLA,"Polar Power, Inc.",Industrials,Electrical Equipment & Parts,,,,0.44,43.60%,12.95M,0.82%,16.03M,,,0.00%,7.30M,4.65%,5.60M,,,7.60%,8.21% / 0.90,,16.50M,0.97,290.10%,5.53%,0.60M,25.45%,1.32,0.93,,21.30%,,64.86%,0.01,160.27,,29.30%,1.00  4.02,4.65%,,,42.20%,,69.40%,0.84,,0.9,2.20%,11.90%,23.00%,0.07,113,2.8,13.50%,32.60%,44.45,4.27%,5.44%,No,0.19,1.90%,33.70%,0.02,1.24,Yes,0,May 15 AMC,,665.56K,1.23,2,4.36%,6.39%,20.19%,"9,811",0.81%
2496,POL,Polished.com Inc.,Consumer Cyclical,Specialty Retail,,,0.89,0.2,6.57%,105.39M,22.36%,16.77M,17.78,0.01,0.00%,101.33M,69.18%,17.10M,,0.01,26.30%,5.03% / 1.81,,501.40M,0.03,58.80%,39.00%,5.09M,77.35%,0.57,0.31,85.70%,,,86.83%,0.21,0.86,,,0.17  1.57,69.22%,,,,,88.64%,1.85,,0.8,,22.50%,7.76%,0.06,482,1.3,733.90%,,30.54,14.64%,16.87%,Yes,,,,0.94,0.18,Yes,,Jul 31 AMC,0.00%,2.81M,0.18,3,56.00%,60.50%,68.03%,"1,959,098",2.58%
2497,POET,POET Technologies Inc.,Technology,Semiconductors,,,,0.56,0.64%,40.50M,2.46%,161.54M,,0.45,0.00%,40.15M,7.89%,20.90M,,0.13,2.10%,0.36% / 4.34,,0.70M,230.77,26.20%,15.69%,0.14M,10.99%,0.36,11.03,13.50%,126.70%,9,2.58%,,,20.00%,152.70%,2.34  6.23,31.46%,,,34.90%,,36.28%,1.09,,3.6,27.70%,,69.66%,0.22,10,3.6,,,41.88,7.11%,4.79%,Yes,0.02,8.00%,,0.18,4.01,Yes,0.01,,,33.27K,3.97,2,3.71%,9.94%,0.50%,"4,366",1.00%
2498,PODD,Insulet Corporation,Healthcare,Medical Devices,,S&P 500,,0,0.10%,69.58M,13.92%,15.91B,106.84,2.12,46.64%,69.41M,20.73%,0.60M,,0.26,106.40%,3.98% / 4.30,,1.37B,11.63,73.10%,0.59%,2.76M,20.95%,7.23,31.33,44.51%,0.00%,353.65,13.71%,,,,0.10%,208.54  335.91,23.06%,,,16.50%,1.70%,32.57%,0.79,,2.5,23.00%,61.10%,8.62%,8.46,2600,3.5,21.20%,2.00%,19.89,4.67%,2.80%,Yes,2.78,14.70%,0.00%,2.07,233.66,Yes,2.72,Aug 08 AMC,0.00%,642.70K,226.51,2.2,16.46%,18.91%,22.96%,"987,081",3.06%
2499,POCT,Innovator S&P 500 Power Buffer ETF  October,Financial,Exchange Traded Fund,,,,,,,0.09%,,,,,,0.36%,,,,, / ,,,,,,,7.44%,,,,,,14.71%,,,,,28.09  33.83,11.94%,,,,,0.50%,0.43,,,,,19.83%,0.12,,,,,58.74,0.39%,0.30%,No,,,,0.18,33.69,Yes,,,,70.56K,33.66,,0.00%,0.94%,6.70%,"9,537",0.09%
2500,POCI,"Precision Optics Corporation, Inc.",Healthcare,Medical Instruments & Supplies,,,155.38,0.04,27.83%,5.64M,2.73%,34.12M,,,0.02%,4.07M,0.66%,0.20M,,,18.40%,0.13% / 1.21,,20.80M,1.64,654.70%,,0.01M,0.98%,1.72,3.52,,0.70%,,2.02%,0.11,56.86,,1.30%,5.19  7.85,8.89%,,56.86,13.50%,6.70%,22.80%,0.2,,0.8,37.80%,35.60%,16.76%,0.2,76,1.3,6.40%,0.50%,48.49,3.90%,2.22%,No,0.23,247.30%,0.60%,0.07,6,Yes,0.19,May 15 AMC,,4.22K,6.06,,0.85%,3.08%,2.96%,226,1.00%
2501,POAI,Predictive Oncology Inc.,Healthcare,Medical Instruments & Supplies,,,,6.92,1.80%,3.97M,9.74%,19.04M,,,0.00%,3.88M,25.73%,25.80M,,,5.70%,7.78% / 2.19,,1.40M,13.6,1.60%,16.66%,0.30M,54.53%,4.68,1.03,,85.60%,,48.60%,4.71,1.02,,99.70%,2.47  13.88,21.40%,,,48.20%,119.40%,65.27%,1.54,,5,18.10%,63.90%,95.14%,0.48,31,5.1,33.30%,,43.89,7.92%,10.39%,No,0,15.80%,,0.15,4.77,Yes,0,Aug 10 AMC,,137.53K,4.82,2,12.95%,1.10%,21.78%,"15,316",1.05%
2502,PNW,Pinnacle West Capital Corporation,Utilities,Utilities  Regulated Electric,,S&P 500,23.8,3.25,0.10%,113.41M,1.48%,8.85B,15.82,4.89,0.00%,112.70M,7.01%,369.50M,3.9,3.13,90.70%,1.92% / 2.75,,4.55B,1.95,23.30%,0.17%,2.17M,7.34%,52.61,1.47,16.64%,1.70%,80.3,1.26%,0.07,1149.06,6.10%,6.70%,59.03  86.03,1.81%,3.46,,2.30%,4.40%,10.01%,0.48,4.47%,0.7,3.90%,,31.15%,1.63,82,1,5.70%,15.10%,33.81,2.53%,1.96%,Yes,1.47,35.30%,8.90%,0.25,77.1,Yes,1.37,Aug 03 BMO,96.20%,789.19K,77.42,2.9,5.47%,4.99%,0.05%,"145,942",0.41%
2503,PNTG,"The Pennant Group, Inc.",Healthcare,Medical Care Facilities,,RUT,50.37,0.24,5.00%,29.75M,11.17%,375.03M,14.4,0.85,2.02%,27.10M,6.25%,7.50M,1.23,0.17,88.70%,0.95% / 1.89,,485.80M,0.77,150.40%,10.18%,0.26M,1.75%,4.18,2.93,20.91%,1.50%,14.5,28.30%,0.1,125.01,41.00%,6.30%,8.68  17.80,11.48%,,46.88,9.20%,6.00%,31.24%,2.02,,1,13.50%,21.30%,41.01%,0.5,5335,1,11.10%,3.00%,61.92,4.37%,3.78%,Yes,0.46,82.40%,1.50%,1.01,11.2,Yes,0.46,Aug 08 AMC,0.00%,136.53K,12.24,2.2,8.28%,2.81%,1.40%,"102,588",9.29%
2504,PNT,POINT Biopharma Global Inc.,Healthcare,Biotechnology,,RUT,11.59,0.78,7.50%,105.66M,1.75%,924.96M,,0.85,0.00%,89.46M,2.97%,98.10M,,0.29,57.80%,6.87% / 8.88,,236.00M,3.92,264.70%,26.29%,6.15M,19.77%,4.47,2.01,16.70%,23.10%,16.1,0.06%,4.18,2.15,,26.50%,5.59  11.13,23.39%,,5.92,,19.30%,19.18%,0.1,,5.6,,,60.91%,0.38,129,5.6,,,50.21,4.83%,3.73%,Yes,0,13.90%,41.60%,0.57,9.05,Yes,0,,0.00%,692.63K,8.99,1.6,0.42%,3.16%,11.60%,"291,278",0.61%
2505,PNRG,PrimeEnergy Resources Corporation,Energy,Oil & Gas E&P,,RUT,6.47,14.44,27.10%,1.89M,1.13%,175.67M,,,4.70%,0.52M,2.32%,38.90M,,,5.50%,3.38% / 3.04,,121.50M,1.45,,13.13%,0.02M,4.11%,73.6,1.27,,17.30%,,13.48%,7.29,12.82,,29.60%,69.84  100.00,7.56%,,17.39,19.50%,32.60%,6.56%,0.74,,0.9,7.00%,60.20%,33.79%,1.93,114,0.9,12.40%,38.60%,48.34,0.75%,1.91%,No,0,86.90%,32.00%,0.15,94.03,Yes,0,22-May,0.00%,5.80K,93.44,,0.62%,0.23%,6.70%,630,0.63%
2506,PNR,Pentair plc,Industrials,Specialty Industrial Machinery,,S&P 500,23.38,2.99,0.10%,165.00M,0.04%,11.45B,16.55,4.22,16.59%,164.34M,4.61%,494.40M,2.62,0.87,96.60%,2.27% / 3.02,,4.17B,2.75,12.10%,4.54%,3.74M,24.92%,17.79,3.92,13.32%,7.50%,73.21,40.00%,0.86,80.83,8.93%,17.80%,38.55  71.82,55.22%,0.88,37.6,24.80%,10.50%,2.78%,1.15,1.26%,0.8,7.70%,34.90%,81.12%,1.39,11250,1.5,1.70%,15.60%,62.48,2.07%,1.87%,Yes,0.72,0.40%,11.80%,0.43,70.81,Yes,0.72,Jul 27 BMO,28.70%,1.24M,69.82,2.4,2.16%,8.78%,28.51%,"399,184",1.40%
2507,PNQI,Invesco NASDAQ Internet ETF,Financial,Exchange Traded Fund,,,,,,,1.64%,,,,,,4.24%,,,,, / ,,,,,,,15.63%,,,,,,12.12%,,,,,21.12  33.80,41.49%,,,,,6.04%,1.16,,,,,50.37%,0.57,,,,,45.03,1.54%,1.46%,Yes,,,,0.45,32.15,Yes,,,,79.30K,31.76,,3.00%,0.26%,16.76%,"26,439",1.21%
2508,PNOV,Innovator U.S. Equity Power Buffer ETF  November,Financial,Exchange Traded Fund,,,,,,,0.26%,,,,,,0.53%,,,,, / ,,,,,,,7.85%,,,,,,14.27%,,,,,27.53  34.75,12.85%,,,,,1.96%,0.48,,,,,23.76%,0.2,,,,,47.73,0.61%,0.46%,No,,,,0.16,34.14,Yes,,,,99.50K,34.07,,0.84%,0.82%,7.17%,"11,933",0.21%
2509,PNNT,PennantPark Investment Corporation,Financial,Asset Management,,,,1.83,2.98%,65.22M,3.29%,446.68M,8.06,0.85,13.85%,63.39M,10.10%,,,0.29,34.38%,0.91% / 1.42,,118.59M,3.77,37.90%,,0.57M,24.74%,7.6,0.9,6.60%,,6.53,5.85%,,,34.00%,,4.70  7.07,19.10%,0.8,,1.68%,,3.14%,1.59,11.68%,,,,45.71%,0.13,,,49.30%,,74.43,2.10%,1.68%,Yes,,54.20%,,1.43,6.92,Yes,,Aug 09 AMC,,403.26K,6.85,2.3,5.42%,12.15%,19.07%,"427,876",1.04%
2510,PNM,"PNM Resources, Inc.",Utilities,Utilities  Regulated Electric,,RUT,18.17,2.42,1.19%,86.10M,0.74%,3.79B,15.63,2.81,0.00%,84.82M,3.93%,208.60M,3.38,1.32,91.40%,1.85% / 2.94,,2.35B,1.62,13.50%,1.12%,1.57M,10.46%,25.69,1.71,3.26%,1.90%,50.77,9.47%,0.05,925.5,5.38%,7.80%,43.85  49.60,9.82%,1.47,,2.80%,5.60%,11.28%,0.41,3.34%,0.2,9.30%,,0.34%,0.4,1500,0.3,22.50%,16.80%,33.52,0.83%,0.89%,Yes,2.04,244.20%,7.20%,0.2,43.88,Yes,1.67,Aug 04 BMO,70.40%,533.58K,44,2.3,2.18%,3.26%,7.66%,"80,320",0.27%
2511,PNI,PIMCO New York Municipal Income Fund II,Financial,ClosedEnd Fund  Debt,,,,2.89,,11.21M,1.74%,82.27M,,,,,3.55%,,,,18.54%, / 1.16,,7.29M,11.29,,,0.02M,10.38%,8.29,0.89,,,,24.49%,,,,,7.15  9.79,7.67%,0.35,,,,25.03%,0.6,4.82%,,,,2.66%,0.08,,,3.30%,,30.7,0.96%,0.92%,No,,,,0.69,7.35,Yes,,,,20.62K,7.34,,3.08%,3.00%,5.19%,"10,551",0.14%
2512,PNFPP,"Pinnacle Financial Partners, Inc.",Financial,Banks  Regional,,,3.32,6.79,,9.00M,2.15%,5.60B,,,,,4.51%,,,,, / 0.28,,1.60B,3.5,,,0.00M,11.78%,74.01,0.3,,,78.22,12.28%,,,,,19.37  27.27,11.03%,1.69,,,,17.29%,0.24,7.48%,,,,16.44%,0.7,3309,,21.30%,,41.61,3.86%,2.43%,No,,35.90%,,0.37,22.67,Yes,,,12.50%,15.02K,22.56,,2.85%,2.29%,5.23%,"4,148",0.51%
2513,PNFP,"Pinnacle Financial Partners, Inc.",Financial,Banks  Regional,,,9.16,7.95,2.21%,75.92M,2.33%,5.55B,10.72,6.8,1.42%,75.01M,17.10%,605.90M,0.28,1.73,85.60%,2.75% / 3.09,,1.90B,2.92,6.20%,3.28%,2.06M,9.15%,72.01,1.01,9.42%,1.30%,78.22,12.32%,36.84,1.98,32.20%,10.40%,43.31  89.00,0.72%,0.88,11.75,17.50%,16.10%,18.12%,1.17,1.21%,,16.60%,,68.25%,2.28,3242,,95.70%,55.70%,61.02,2.80%,3.54%,Yes,0.08,6.40%,28.60%,0.3,73.08,Yes,0.08,Jul 18 AMC,12.20%,667.11K,72.87,2.2,1.62%,16.98%,9.48%,"146,191",0.29%
2514,PNF,PIMCO New York Municipal Income Fund,Financial,ClosedEnd Fund  Debt,,,,2.93,,7.86M,1.37%,63.65M,,,,7.86M,5.18%,,,,18.73%,0.08% / 0.62,,4.89M,13.02,,,0.01M,15.29%,8.7,0.93,,,,21.76%,,,,,7.50  10.90,10.32%,0.4,,,,25.71%,0.56,4.96%,,,,7.97%,0.08,,,,,26.8,0.80%,0.79%,No,,,,1.5,8.08,Yes,,,,10.40K,8.1,,3.25%,4.56%,7.76%,"11,536",0.22%
2515,PNC,"The PNC Financial Services Group, Inc.",Financial,Banks  Regional,,S&P 500,9.36,13.84,0.10%,401.00M,1.47%,52.16B,10.49,12.34,0.59%,396.45M,0.20%,5.71B,,3.11,84.90%,2.11% / 3.31,,15.44B,3.38,9.10%,3.56%,8.36M,18.48%,122.3,1.06,7.58%,1.00%,141.59,23.57%,98.84,1.31,4.02%,12.10%,110.31  176.34,17.99%,6.2,7.79,11.80%,15.40%,26.55%,1.12,4.79%,,7.40%,,17.42%,3.12,59894,,94.20%,81.20%,47.73,2.28%,2.43%,Yes,0.59,23.30%,37.00%,0.34,128.09,Yes,0.59,Jul 18 BMO,41.50%,2.53M,129.52,2.5,2.12%,0.95%,8.15%,"629,685",1.12%
2516,PNBK,"Patriot National Bancorp, Inc.",Financial,Banks  Regional,,,6.93,1.34,39.25%,3.96M,3.53%,37.96M,,,0.00%,2.10M,11.14%,5.30M,,,38.80%,0.12% / 0.50,,49.30M,0.77,20.40%,9.52%,0.00M,11.79%,13.77,0.67,,0.50%,,34.69%,18.02,0.51,,9.20%,6.53  12.26,12.45%,,3.55,7.70%,33.20%,24.31%,0.64,,,6.00%,,42.19%,0.37,130,,63.90%,63.40%,55.95,1.55%,3.43%,No,0.55,106.60%,10.80%,0,8.96,Yes,0.55,,0.00%,5.00K,9.28,3,4.51%,12.10%,5.25%,17,3.57%
2517,PNAC,Financial,Shell Companies,USA,,,142.2,0.05,23.77%,8.46M,33.18%,60.05M,,,0.00%,6.01M,32.67%,,,,78.35%,0.00% / 0.00,,,,,,0.00M,31.70%,0.31,,,,,,,,,,8.99  11.42,30.02%,,,,,37.74%,0.3,,,,,20.92%,0.32,,,,,3.22,4.64%,1.64%,No,,,,0.41,8.99,Yes,,,,28.93K,7.11,,32.54%,32.56%,30.80%,"8,819",20.92%
2518,PMX,PIMCO Municipal Income Fund III,Financial,ClosedEnd Fund  Debt,,,,2.85,,33.39M,1.29%,255.07M,,,,,3.78%,,,,16.48%, / 0.48,,24.43M,10.44,,,0.04M,9.16%,8.02,0.95,,,,25.10%,,,,,7.58  10.31,12.28%,0.4,,2.44%,,25.90%,0.63,5.18%,,,,0.79%,0.09,,,5.70%,,33.12,1.19%,1.16%,No,,,,1.49,7.66,Yes,,,,75.00K,7.64,,2.30%,3.19%,7.18%,"82,883",0.26%
2519,PMVP,"PMV Pharmaceuticals, Inc.",Healthcare,Biotechnology,,RUT,,1.62,0.20%,45.77M,36.21%,406.62M,,2.04,0.00%,44.72M,21.32%,74.00M,,0.47,118.56%,14.73% / 17.60,,,,25.50%,5.12%,6.59M,22.81%,5.03,1.79,7.40%,26.70%,21.5,47.67%,5.07,1.77,23.10%,29.20%,3.84  17.77,3.33%,,,,,49.42%,0.82,,22,,,134.11%,0.61,62,22,,,77.44,12.00%,8.46%,Yes,0,3.10%,,0.76,8.79,Yes,0,,,374.22K,8.99,1.6,32.91%,40.10%,24.56%,"210,809",2.28%
2520,PMTS,CPI Card Group Inc.,Financial,Credit Services,,RUT,6.59,3.51,1.50%,11.39M,7.88%,258.66M,5.76,4.01,4.67%,4.18M,8.89%,41.40M,0.51,0.33,69.70%,5.12% / 2.49,,485.20M,0.53,129.50%,1.87%,0.21M,27.94%,6.21,,0.00%,13.90%,49,21.55%,1.27,18.22,13.00%,46.80%,15.22  45.95,35.99%,,7.11,25.80%,30.80%,49.74%,1.2,,1.7,16.30%,37.00%,51.74%,1.7,1375,2.9,8.50%,16.80%,47.69,12.27%,6.37%,No,,78.40%,8.50%,0.32,22.51,Yes,,Aug 08 BMO,0.00%,85.92K,23.09,2,0.29%,2.25%,25.23%,"20,097",2.60%
2521,PMT,PennyMac Mortgage Investment Trust,Real Estate,REIT  Mortgage,,RUT,21.15,0.61,0.30%,87.27M,2.74%,1.10B,9.17,1.41,12.82%,85.88M,5.03%,59.70M,5.1,0.3,74.00%,3.47% / 4.21,,1.02B,1.08,579.80%,3.02%,2.98M,10.85%,15.93,0.81,10.84%,0.40%,13.81,16.65%,2.82,4.6,4.15%,4.20%,10.78  15.77,4.48%,1.6,1.58,24.30%,0.60%,17.94%,1.41,12.36%,,8.80%,21.40%,20.08%,0.34,1,,178.60%,16.80%,45.04,2.59%,2.64%,Yes,7.93,118.20%,5.90%,0.22,13.01,Yes,3.67,,255.10%,707.13K,12.94,2.7,3.52%,2.02%,2.27%,"114,785",0.50%
2522,PMO,Putnam Municipal Opportunities Trust,Financial,ClosedEnd Fund  Debt,,,61.96,0.16,27.69%,33.94M,1.04%,336.96M,,,0.37%,24.77M,3.81%,5.40M,,,19.20%,0.32% / 0.87,,21.40M,15.75,109.40%,0.99%,0.08M,14.99%,11.12,0.9,,0.90%,,20.91%,,,,1.40%,9.71  12.95,7.79%,0.42,8.22,18.30%,4.20%,22.95%,0.5,4.21%,,6.40%,78.20%,2.74%,0.13,,,4.90%,78.80%,39.69,1.19%,1.16%,No,0.06,42.20%,25.40%,1.13,9.98,Yes,0.06,,394.80%,92.20K,9.98,,2.11%,2.01%,6.78%,"76,979",0.05%
2523,PMN,"ProMIS Neurosciences, Inc.",Healthcare,Biotechnology,,,,2.65,18.50%,8.58M,7.19%,24.69M,,1.82,0.00%,7.29M,4.44%,20.90M,,,2.20%,0.03% / 0.01,,,,42.20%,,0.00M,53.93%,0.72,,20.90%,310.90%,,63.30%,0.34,7.48,,,2.26  8.95,40.55%,,,6.50%,,71.17%,0.7,,0.5,,,14.16%,0.58,6,0.5,,,38.92,15.30%,25.53%,No,,98.60%,,0.5,2.6,Yes,,,,297.29K,2.58,2,26.19%,35.49%,48.94%,"110,443",0.77%
2524,PMM,Putnam Managed Municipal Income Trust,Financial,ClosedEnd Fund  Debt,,,,0.05,0.01%,48.56M,1.55%,279.73M,,,496.62%,48.56M,6.93%,2.60M,,,18.80%,0.20% / 0.84,,19.10M,14.65,381.60%,1.06%,0.10M,16.92%,6.54,0.89,,0.50%,,20.44%,,,,0.80%,5.56  7.28,7.52%,0.29,9.51,63.30%,4.50%,20.44%,0.52,4.94%,,6.40%,80.40%,4.08%,0.08,,,1.00%,79.90%,34.42,0.92%,1.07%,No,0.08,34.50%,13.40%,3.5,5.84,Yes,0.08,,,114.59K,5.79,,3.68%,3.47%,7.37%,"297,777",0.87%
2525,PML,PIMCO Municipal Income Fund II,Financial,ClosedEnd Fund  Debt,,,,2.93,0.02%,64.23M,1.06%,579.72M,,,0.00%,64.22M,2.96%,,,,11.55%,0.13% / 0.55,,49.63M,11.68,,,0.08M,4.50%,8.76,1.03,,,,24.79%,,,,,8.55  12.06,0.17%,0.47,,,,25.20%,0.45,5.25%,,,,5.56%,0.11,,,5.10%,,48.41,1.19%,1.34%,No,,,,0.93,8.89,Yes,,,,148.81K,9.02,,0.68%,0.55%,1.49%,"103,092",1.52%
2526,PMF,PIMCO Municipal Income Fund,Financial,ClosedEnd Fund  Debt,,,,3.18,,26.15M,0.93%,251.02M,,,,,6.43%,,,,15.32%, / 1.72,,22.45M,11.18,,,0.08M,9.09%,9.51,1.01,,,,21.05%,,,,,9.30  12.29,7.96%,0.5,,10.52%,,21.89%,0.47,5.25%,,,,3.23%,0.15,,,5.70%,,33.5,1.73%,1.42%,No,,,,1.4,9.52,Yes,,,,48.49K,9.6,,2.89%,4.34%,5.29%,"50,411",0.84%
2527,PMD,Psychemedics Corporation,Healthcare,Diagnostics & Research,,,,0.27,9.90%,5.68M,1.06%,29.00M,,,0.00%,4.62M,1.57%,1.50M,,,27.50%,0.26% / 0.91,,24.60M,1.18,60.80%,1.31%,0.01M,9.14%,1.79,2.82,,7.80%,,22.78%,0.77,6.59,20.00%,13.50%,4.15  6.94,2.82%,0.28,8.79,16.50%,9.90%,27.34%,0.6,5.55%,1.6,8.70%,36.80%,21.51%,0.13,133,1.6,9.20%,6.50%,61.34,1.70%,3.17%,No,0.05,,6.10%,0.03,5,Yes,0.02,,,13.09K,5.04,,0.92%,5.81%,5.55%,332,0.86%
2528,PMCB,"PharmaCyte Biotech, Inc.",Healthcare,Biotechnology,,,,0.21,0.30%,17.80M,5.36%,22.06M,,,0.00%,7.18M,11.78%,4.30M,,,33.70%,0.68% / 0.94,,,,18.90%,61.24%,0.05M,16.26%,4.08,0.61,,5.40%,,4.44%,7.61,0.32,,5.40%,2.34  3.23,15.69%,,,53.80%,,23.52%,0.01,,116.2,,,5.56%,0.08,2,116.2,,,23.43,3.19%,2.73%,Yes,0,89.30%,,0.46,2.45,Yes,0,,,51.87K,2.47,3,9.17%,14.26%,15.68%,"17,521",0.82%
2529,PMAY,Innovator S&P 500 Power Buffer ETF  May,Financial,Exchange Traded Fund,,,,,,,0.07%,,,,,,0.50%,,,,, / ,,,,,,,3.35%,,,,,,2.71%,,,,,26.44  30.29,6.44%,,,,,1.29%,0.45,,,,,13.07%,0.14,,,,,48.25,0.53%,0.43%,No,,,,0.15,29.94,Yes,,,,90.86K,29.9,,0.55%,0.59%,3.80%,"9,962",0.12%
2530,PMAR,Innovator S&P 500 Power Buffer ETF  March,Financial,Exchange Traded Fund,,,,,,,0.06%,,,,,,0.37%,,,,, / ,,,,,,,8.02%,,,,,,8.17%,,,,,28.81  34.25,10.26%,,,,,1.11%,0.4,,,,,17.57%,0.14,,,,,49.39,0.43%,0.35%,No,,,,0.02,33.9,Yes,,,,37.35K,33.87,,0.47%,0.60%,6.03%,458,0.10%
2531,PM,Philip Morris International Inc.,Consumer Defensive,Tobacco,,S&P 500,18.58,5.17,0.16%,1.55B,0.19%,150.95B,13.96,6.88,6.05%,1.55B,4.44%,8.03B,2.59,1.64,77.00%,0.45% / 1.59,,33.25B,4.54,0.20%,0.57%,6.96M,5.87%,6.25,,10.38%,14.20%,113.47,2.14%,2.22,43.23,7.17%,87.40%,82.85  105.62,5.12%,5.08,,3.50%,29.30%,9.08%,0.73,5.29%,0.4,2.00%,63.10%,15.91%,1.33,79800,0.9,14.50%,33.70%,41.32,1.34%,1.41%,Yes,,29.80%,24.10%,0.38,96.84,Yes,,Jul 20 BMO,97.80%,4.39M,96.03,2,2.04%,0.28%,1.55%,"1,243,764",0.84%
2532,PLYM,"Plymouth Industrial REIT, Inc.",Real Estate,REIT  Industrial,,RUT,,0.57,0.30%,43.03M,0.27%,968.07M,,0.23,0.00%,37.37M,2.17%,23.40M,,0.09,97.40%,1.36% / 2.53,,190.10M,5.09,28.50%,9.99%,0.51M,4.49%,10.38,2.17,34.30%,,25.5,11.94%,0.44,50.95,,,15.59  23.79,17.57%,0.9,,31.50%,1.00%,5.21%,1.39,3.99%,,49.20%,69.30%,44.64%,0.5,44,,9.40%,12.00%,46.65,2.10%,2.10%,Yes,2.06,,,0.25,22.26,Yes,2.06,May 04 BMO,,201.21K,22.55,2.1,1.32%,0.88%,7.05%,"36,867",1.30%
2533,PLYA,Playa Hotels & Resorts N.V.,Consumer Cyclical,Resorts & Casinos,,,21.22,0.35,0.20%,157.31M,2.59%,1.15B,12.75,0.58,42.67%,117.15M,11.29%,56.70M,,0.02,83.10%,3.02% / 2.55,,910.50M,1.27,162.20%,3.25%,3.54M,4.05%,4.28,1.73,11.09%,2.70%,12.83,1.19%,1.81,4.1,,8.20%,5.34  9.77,13.43%,,8.95,48.10%,6.80%,24.19%,1.51,,,8.90%,45.90%,38.58%,0.24,14100,,24.70%,12.20%,33.84,3.84%,2.82%,Yes,1.58,5.00%,6.20%,0.87,7.32,Yes,1.58,Aug 03 AMC,0.00%,1.39M,7.41,2,6.46%,11.64%,5.61%,"894,849",1.19%
2534,PLXS,Plexus Corp.,Technology,Electronic Components,,RUT,18.3,5.28,0.90%,27.66M,1.87%,2.64B,16.28,5.94,1.77%,26.91M,4.35%,149.30M,2.25,1.26,97.06%,1.31% / 3.25,,4.31B,0.61,2.10%,1.44%,0.35M,1.05%,42.75,2.26,7.38%,4.70%,106.8,1.84%,9.89,9.78,8.13%,14.00%,83.84  115.36,6.09%,,,8.40%,10.20%,16.21%,1.1,,0.6,8.60%,9.40%,15.29%,1.91,25000,1.4,20.50%,4.80%,43.49,1.60%,1.96%,Yes,0.41,53.30%,3.60%,0.51,96.46,Yes,0.16,Jul 26 AMC,0.00%,108.32K,96.66,2.4,2.88%,0.63%,1.80%,"40,790",0.21%
2535,PLX,"Protalix BioTherapeutics, Inc.",Healthcare,Biotechnology,,RUT,,0.31,9.55%,71.58M,11.14%,136.83M,3.29,0.56,0.00%,64.75M,3.07%,15.80M,,,19.60%,8.32% / 3.44,,41.10M,3.33,50.70%,5.46%,5.39M,16.77%,0.02,92.25,366.70%,26.30%,16,52.48%,0.44,4.15,25.00%,203.30%,1.00  3.55,34.67%,,,45.40%,77.00%,48.03%,1.31,,1.1,17.70%,59.50%,84.50%,0.12,193,1.8,40.40%,32.90%,51.98,10.19%,6.69%,Yes,0,9.20%,38.30%,0.26,1.89,Yes,28.3,Aug 07 BMO,,1.57M,1.85,2,7.24%,5.94%,2.79%,"303,795",2.38%
2536,PLW,Invesco 130 Laddered Treasury ETF,Financial,Exchange Traded Fund,,,,,,,0.88%,,,,,,3.91%,,,,, / ,,,,,,,4.95%,,,,,,11.60%,,,,,27.35  31.74,2.37%,0.69,,,,11.63%,0.04,2.46%,,,,2.56%,0.22,,,,,37.55,0.64%,0.52%,No,,,,1.76,28.14,Yes,,,,83.60K,28.05,,2.23%,3.13%,4.21%,"109,112",0.32%
2537,PLUS,ePlus inc.,Technology,Software  Application,,RUT,14.65,4.48,0.90%,26.59M,12.59%,1.78B,13.36,4.92,7.23%,26.32M,13.09%,119.40M,2.93,0.98,95.60%,1.52% / 3.10,,2.07B,0.86,13.90%,0.91%,0.40M,14.83%,29.42,2.23,6.73%,8.50%,64.5,36.51%,3.81,17.22,5.00%,16.40%,40.37  75.90,48.28%,,,87.90%,14.90%,13.49%,1.21,,1.5,7.80%,25.00%,62.65%,2.43,1754,2,9.00%,8.00%,71.14,5.29%,3.34%,Yes,0.05,36.60%,5.80%,0.39,66.34,Yes,0.01,Aug 07 AMC,0.00%,129.01K,65.66,1.7,9.67%,15.35%,29.50%,"37,692",1.03%
